num_course,dat_course,cod_taxi,cod_client,typ_client,typ_chauffeur,offre_commerciale,note_eval,commentaire,sentiment_global,categorie,sentiment_categorie,verbatim_cle
298203329,2024-05-15,5545,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Conducteur a l'heure et aimable,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Conducteur a l'heure et aimable
298529417,2024-05-17,6104,607658,56-GRAND PUBLIC,Service plus,Grand Public,3.00,was more expensive then estimated by the app,-0.5,PRIX_FACTURATION,-0.7,was more expensive then estimated by the app
298529417,2024-05-17,6104,607658,56-GRAND PUBLIC,Service plus,Grand Public,3.00,was more expensive then estimated by the app,-0.5,APPLICATION,-0.3,was more expensive then estimated by the app
298571156,2024-05-19,395,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,Nous avons été déposé au sous-sol de parking!|Le chauffeur n'a pas sorti nos valises du coffre. On a dû le faire nous même. Il transportait une poubelle sur le siège passager. Très mauvais-service.,-1.0,ACCESSIBILITE,-1.0,Le chauffeur n'a pas sorti nos valises du coffre. Il transportait une poubelle sur le siège passager. Très mauvais service.
298571156,2024-05-19,395,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,Nous avons été déposé au sous-sol de parking!|Le chauffeur n'a pas sorti nos valises du coffre. On a dû le faire nous même. Il transportait une poubelle sur le siège passager. Très mauvais-service.,-1.0,CHAUFFEUR_COMPORTEMENT,-1.0,Le chauffeur n'a pas sorti nos valises du coffre. Il transportait une poubelle sur le siège passager. Très mauvais service.
298571156,2024-05-19,395,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,Nous avons été déposé au sous-sol de parking!|Le chauffeur n'a pas sorti nos valises du coffre. On a dû le faire nous même. Il transportait une poubelle sur le siège passager. Très mauvais-service.,-1.0,VEHICULE_PROPRETE,-1.0,Le chauffeur n'a pas sorti nos valises du coffre. Il transportait une poubelle sur le siège passager. Très mauvais service.
298571444,2024-05-19,13716,695331,59-GRAND PUBLIC,Service,Grand Public,2.00,Une course complètement hors de prix sans raison,-0.8,PRIX_FACTURATION,-0.8,Une course complètement hors de prix sans raison
298563788,2024-05-18,6600,690548,49-CLIENT VAD+ AVEC ATTENTE,Service,Service Prio,5.00,"Super chauffeur, cela fait plusieurs fois que je tombe sur ce monsieur |Très bon relationnel |Toujours le sourire, très bonne conduite |Je recommande ! :)",1.0,CHAUFFEUR_COMPORTEMENT,1.0,"Super chauffeur, très bon relationnel, toujours le sourire, très bonne conduite. Je recommande !"
298563788,2024-05-18,6600,690548,49-CLIENT VAD+ AVEC ATTENTE,Service,Service Prio,5.00,"Super chauffeur, cela fait plusieurs fois que je tombe sur ce monsieur |Très bon relationnel |Toujours le sourire, très bonne conduite |Je recommande ! :)",1.0,CHAUFFEUR_CONDUITE,1.0,"Super chauffeur, très bon relationnel, toujours le sourire, très bonne conduite. Je recommande !"
298542280,2024-05-19,8992,695331,91-G7+ ET G7VAN,Service plus,Grand Public,5.00,Excellent trajet !|Service impeccable,1.0,SERVICE_CLIENT,1.0,Excellent trajet ! Service impeccable
298487029,2024-05-16,10168,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Chauffeur très agréable,0.8,CHAUFFEUR_COMPORTEMENT,0.8,Chauffeur très agréable
298572250,2024-05-19,4622,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,Chauffeur très efficace et professionnel,0.9,CHAUFFEUR_COMPORTEMENT,0.9,Chauffeur très efficace et professionnel
298466165,2024-05-16,1764,695331,59-GRAND PUBLIC,Club affaires,Grand Public,1.00,Le taxi avait 20 minutes de retard mais l'application ne l'indiquait pas à l'heure du rdv. Il a fallu que j'appelle le chauffeur  10 minutes après l'heure prévue pour avoir l'info. J'ai ann-ulé la course sur son conseil.,-0.9,PONCTUALITE,-1.0,Le taxi avait 20 minutes de retard mais l'application ne l'indiquait pas. J'ai annulé la course sur son conseil.
298466165,2024-05-16,1764,695331,59-GRAND PUBLIC,Club affaires,Grand Public,1.00,Le taxi avait 20 minutes de retard mais l'application ne l'indiquait pas à l'heure du rdv. Il a fallu que j'appelle le chauffeur  10 minutes après l'heure prévue pour avoir l'info. J'ai ann-ulé la course sur son conseil.,-0.9,APPLICATION,-0.8,Le taxi avait 20 minutes de retard mais l'application ne l'indiquait pas. J'ai annulé la course sur son conseil.
298550659,2024-05-18,10926,674828,15-CLUB AFFAIRES PREMIUM,Service plus,Club Affaires,1.00,Une alarme a sonné tout au long du trajet à cause de la voiture,-0.8,VEHICULE_CONFORT,-0.8,Une alarme a sonné tout au long du trajet à cause de la voiture
298292887,2024-05-14,3547,695331,59-GRAND PUBLIC,Club affaires,Grand Public,5.00,tres bon chauffeur,0.8,CHAUFFEUR_COMPORTEMENT,0.8,tres bon chauffeur
298572818,2024-05-19,6998,,96-GRAND PUBLIC,Service,Grand Public,5.00,"J'étais très pressée j'ai oublié de deander la facture, pouvez-vous me la transmettre?",0.5,PRIX_FACTURATION,0.5,"J'étais très pressée j'ai oublié de deander la facture, pouvez-vous me la transmettre?"
298572710,2024-05-19,1820,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"We ordered a trip form 18 rue de la Tremoille to Orly 1 (as it is shown in the trip resume) but the driver decided by himself (without consulting with us) that it was better to end the trip-in Orly 4. So we found ourselves having to walk with our luggage 3 terminals, from Orly 4 to Orly 1. This is not what we ordered and of course, not what we payed for, as the service was no-t fully completed. We kindly ask to review this case and wait for yor response and compensation. Thank you.",-0.9,TRAJET_ITINERAIRE,-1.0,the driver decided by himself that it was better to end the trip-in Orly 4. So we found ourselves having to walk with our luggage 3 terminals. This is not what we ordered.
298572710,2024-05-19,1820,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"We ordered a trip form 18 rue de la Tremoille to Orly 1 (as it is shown in the trip resume) but the driver decided by himself (without consulting with us) that it was better to end the trip-in Orly 4. So we found ourselves having to walk with our luggage 3 terminals, from Orly 4 to Orly 1. This is not what we ordered and of course, not what we payed for, as the service was no-t fully completed. We kindly ask to review this case and wait for yor response and compensation. Thank you.",-0.9,SERVICE_CLIENT,-0.8,the driver decided by himself that it was better to end the trip-in Orly 4. So we found ourselves having to walk with our luggage 3 terminals. This is not what we ordered.
298567719,2024-05-19,1748,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Très agréable.,0.7,CHAUFFEUR_COMPORTEMENT,0.7,Très agréable.
298570812,2024-05-19,7259,695331,92-G7VIP ET G7VANVIP,Club affaires,Grand Public,5.00,Excellent driver,0.8,CHAUFFEUR_COMPORTEMENT,0.8,Excellent driver
298417730,2024-05-15,10200,695331,51-GRAND-PUBLIC PAYANT,Service,Particulier payant,3.00,Ce chauffeur est un policier qui s'ignore et qui ne cesse de|maugréer,-0.2,CHAUFFEUR_COMPORTEMENT,-0.2,Ce chauffeur est un policier qui s'ignore et qui ne cesse de maugréer
298529208,2024-05-18,2558,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"Nul. Incroyable. Mon taxi n'est jamais arrivé. Il ne s'est pas rendu à la bonne adresse. Il a pris d'autre personnes. Je ne pas payerai pas 31€,70 pour cette course alorsque j'ai été ob-ligé de payer par ailleurs. Merci de faire le nécessaire.",-1.0,PONCTUALITE,-1.0,Mon taxi n'est jamais arrivé. Il ne s'est pas rendu à la bonne adresse. Il a pris d'autre personnes. Je ne pas payerai pas pour cette course.
298529208,2024-05-18,2558,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"Nul. Incroyable. Mon taxi n'est jamais arrivé. Il ne s'est pas rendu à la bonne adresse. Il a pris d'autre personnes. Je ne pas payerai pas 31€,70 pour cette course alorsque j'ai été ob-ligé de payer par ailleurs. Merci de faire le nécessaire.",-1.0,TRAJET_ITINERAIRE,-1.0,Mon taxi n'est jamais arrivé. Il ne s'est pas rendu à la bonne adresse. Il a pris d'autre personnes. Je ne pas payerai pas pour cette course.
298529208,2024-05-18,2558,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"Nul. Incroyable. Mon taxi n'est jamais arrivé. Il ne s'est pas rendu à la bonne adresse. Il a pris d'autre personnes. Je ne pas payerai pas 31€,70 pour cette course alorsque j'ai été ob-ligé de payer par ailleurs. Merci de faire le nécessaire.",-1.0,PRIX_FACTURATION,-0.5,Mon taxi n'est jamais arrivé. Il ne s'est pas rendu à la bonne adresse. Il a pris d'autre personnes. Je ne pas payerai pas pour cette course.
298574055,2024-05-19,1795,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Voiture impeccable. Chauffeur charmant.|Parfait.,1.0,VEHICULE_PROPRETE,1.0,Voiture impeccable. Chauffeur charmant. Parfait.
298574055,2024-05-19,1795,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Voiture impeccable. Chauffeur charmant.|Parfait.,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Voiture impeccable. Chauffeur charmant. Parfait.
297723168,2024-05-18,10532,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,très professionnel,0.9,CHAUFFEUR_COMPORTEMENT,0.9,très professionnel
298572133,2024-05-19,5195,705734,15-CLUB AFFAIRES PREMIUM,Club affaires,Club Affaires,5.00,Course parfaite,1.0,SERVICE_CLIENT,1.0,Course parfaite
298574093,2024-05-19,6335,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,Super chauffeur je recommande fortement très agréable merci,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Super chauffeur je recommande fortement très agréable merci
298553743,2024-05-18,9613,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"Tres agressif m'a sorti brutalement """" faut payer """", alors que je payais via l'appli",-1.0,CHAUFFEUR_COMPORTEMENT,-1.0,"Tres agressif m'a sorti brutalement """" faut payer """", alors que je payais via l'appli"
298553743,2024-05-18,9613,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"Tres agressif m'a sorti brutalement """" faut payer """", alors que je payais via l'appli",-1.0,PRIX_FACTURATION,-0.5,"Tres agressif m'a sorti brutalement """" faut payer """", alors que je payais via l'appli"
298381790,2024-05-15,6108,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,Un chauffeur de la g7 qui ne connaît pas les rues de Paris et se fie uniquement à waze... c'est un scandale ... autant prendre un uber |Résultat une course rallongée et un tarif plus eleve-du fait de l'incompétence notoire|Signé une cliente fidèle qui fait tout pour eviter les vtc dans Paris,-1.0,TRAJET_ITINERAIRE,-1.0,Un chauffeur de la g7 qui ne connaît pas les rues de Paris et se fie uniquement à waze... c'est un scandale ... autant prendre un uber |Résultat une course rallongée et un tarif plus eleve
298381790,2024-05-15,6108,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,Un chauffeur de la g7 qui ne connaît pas les rues de Paris et se fie uniquement à waze... c'est un scandale ... autant prendre un uber |Résultat une course rallongée et un tarif plus eleve-du fait de l'incompétence notoire|Signé une cliente fidèle qui fait tout pour eviter les vtc dans Paris,-1.0,PRIX_FACTURATION,-0.8,Un chauffeur de la g7 qui ne connaît pas les rues de Paris et se fie uniquement à waze... c'est un scandale ... autant prendre un uber |Résultat une course rallongée et un tarif plus eleve
298354337,2024-05-14,1492,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,"Chauffeur désagréable qui n'est pas arrivé à l'heure indiquée sur le sms et m'a prélevé 9€ indûment . J'ai dû appeler la centrale de G7 3 fois pour laisser un message au chauffeur qui n-'a jamais répondu. G7 m'a appelée et n'a pas réussi non plus à joindre ce chauffeur Il n'a pas attaché sa ceinture de sécurité, n'utilisait pas son clignotant et m'a déposée à Orly 2-3 au l-ieu d'Orly 3 .",-1.0,CHAUFFEUR_COMPORTEMENT,-1.0,"Chauffeur désagréable qui n'est pas arrivé à l'heure indiquée sur le sms et m'a prélevé 9€ indûment . Il n'a pas attaché sa ceinture de sécurité, n'utilisait pas son clignotant et m'a déposée à Orly 2-3 au l-ieu d'Orly 3 ."
298354337,2024-05-14,1492,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,"Chauffeur désagréable qui n'est pas arrivé à l'heure indiquée sur le sms et m'a prélevé 9€ indûment . J'ai dû appeler la centrale de G7 3 fois pour laisser un message au chauffeur qui n-'a jamais répondu. G7 m'a appelée et n'a pas réussi non plus à joindre ce chauffeur Il n'a pas attaché sa ceinture de sécurité, n'utilisait pas son clignotant et m'a déposée à Orly 2-3 au l-ieu d'Orly 3 .",-1.0,PONCTUALITE,-1.0,"Chauffeur désagréable qui n'est pas arrivé à l'heure indiquée sur le sms et m'a prélevé 9€ indûment . Il n'a pas attaché sa ceinture de sécurité, n'utilisait pas son clignotant et m'a déposée à Orly 2-3 au l-ieu d'Orly 3 ."
298354337,2024-05-14,1492,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,"Chauffeur désagréable qui n'est pas arrivé à l'heure indiquée sur le sms et m'a prélevé 9€ indûment . J'ai dû appeler la centrale de G7 3 fois pour laisser un message au chauffeur qui n-'a jamais répondu. G7 m'a appelée et n'a pas réussi non plus à joindre ce chauffeur Il n'a pas attaché sa ceinture de sécurité, n'utilisait pas son clignotant et m'a déposée à Orly 2-3 au l-ieu d'Orly 3 .",-1.0,PRIX_FACTURATION,-1.0,"Chauffeur désagréable qui n'est pas arrivé à l'heure indiquée sur le sms et m'a prélevé 9€ indûment . Il n'a pas attaché sa ceinture de sécurité, n'utilisait pas son clignotant et m'a déposée à Orly 2-3 au l-ieu d'Orly 3 ."
298354337,2024-05-14,1492,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,"Chauffeur désagréable qui n'est pas arrivé à l'heure indiquée sur le sms et m'a prélevé 9€ indûment . J'ai dû appeler la centrale de G7 3 fois pour laisser un message au chauffeur qui n-'a jamais répondu. G7 m'a appelée et n'a pas réussi non plus à joindre ce chauffeur Il n'a pas attaché sa ceinture de sécurité, n'utilisait pas son clignotant et m'a déposée à Orly 2-3 au l-ieu d'Orly 3 .",-1.0,CHAUFFEUR_CONDUITE,-1.0,"Chauffeur désagréable qui n'est pas arrivé à l'heure indiquée sur le sms et m'a prélevé 9€ indûment . Il n'a pas attaché sa ceinture de sécurité, n'utilisait pas son clignotant et m'a déposée à Orly 2-3 au l-ieu d'Orly 3 ."
298315200,2024-05-13,6807,695331,59-GRAND PUBLIC,Service,Grand Public,3.00,Conduite un peu brutale,-0.3,CHAUFFEUR_CONDUITE,-0.3,Conduite un peu brutale
298566734,2024-05-19,4727,695331,51-GRAND-PUBLIC PAYANT,Service plus,Particulier payant,5.00,"Service irréprochable, véhicule très propre et chauffeur très sympathique et attentionné",1.0,CHAUFFEUR_COMPORTEMENT,1.0,"Service irréprochable, véhicule très propre et chauffeur très sympathique et attentionné"
298566734,2024-05-19,4727,695331,51-GRAND-PUBLIC PAYANT,Service plus,Particulier payant,5.00,"Service irréprochable, véhicule très propre et chauffeur très sympathique et attentionné",1.0,VEHICULE_PROPRETE,1.0,"Service irréprochable, véhicule très propre et chauffeur très sympathique et attentionné"
298554279,2024-05-18,10142,695331,91-G7+ ET G7VAN,Service plus,Grand Public,5.00,Chauffeur très pro et très sympathique,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Chauffeur très pro et très sympathique
298575513,2024-05-19,1566,695331,59-GRAND PUBLIC,Club affaires,Grand Public,5.00,Chauffeur très professionnel et très agréable,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Chauffeur très professionnel et très agréable
298522952,2024-05-19,6134,695331,59-GRAND PUBLIC,Club affaires,Grand Public,5.00,Chauffeur très ponctuel et agréable .,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Chauffeur très ponctuel et agréable .
298522952,2024-05-19,6134,695331,59-GRAND PUBLIC,Club affaires,Grand Public,5.00,Chauffeur très ponctuel et agréable .,1.0,PONCTUALITE,1.0,Chauffeur très ponctuel et agréable .
298527148,2024-05-17,9106,695331,51-GRAND-PUBLIC PAYANT,Service plus,Particulier payant,1.00,Bonjour |Le compteur affichait 58 euros |C'est une arnaque pure et simple |Merci de corriger svp et de me rembourser,-1.0,PRIX_FACTURATION,-1.0,Le compteur affichait 58 euros |C'est une arnaque pure et simple |Merci de corriger svp et de me rembourser
298510263,2024-05-17,7904,695331,59-GRAND PUBLIC,Service,Grand Public,2.00,L'odeur du tabac froid. Pas du tout agréable. Conduite brutale. Forte accélération et freinage brusque. Pas du tout confortable.,-0.8,VEHICULE_PROPRETE,-1.0,L'odeur du tabac froid. Pas du tout agréable. Conduite brutale. Forte accélération et freinage brusque. Pas du tout confortable.
298510263,2024-05-17,7904,695331,59-GRAND PUBLIC,Service,Grand Public,2.00,L'odeur du tabac froid. Pas du tout agréable. Conduite brutale. Forte accélération et freinage brusque. Pas du tout confortable.,-0.8,CHAUFFEUR_CONDUITE,-0.8,L'odeur du tabac froid. Pas du tout agréable. Conduite brutale. Forte accélération et freinage brusque. Pas du tout confortable.
298510263,2024-05-17,7904,695331,59-GRAND PUBLIC,Service,Grand Public,2.00,L'odeur du tabac froid. Pas du tout agréable. Conduite brutale. Forte accélération et freinage brusque. Pas du tout confortable.,-0.8,VEHICULE_CONFORT,-0.5,L'odeur du tabac froid. Pas du tout agréable. Conduite brutale. Forte accélération et freinage brusque. Pas du tout confortable.
298557468,2024-05-19,6571,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,Chauffeur au top avec un taxi tout neuf !,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Chauffeur au top avec un taxi tout neuf !
298557468,2024-05-19,6571,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,Chauffeur au top avec un taxi tout neuf !,1.0,VEHICULE_PROPRETE,1.0,Chauffeur au top avec un taxi tout neuf !
298571902,2024-05-19,5054,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,"Le chauffeur m a prélevé deux courses et a utilisé ma carte frauduleusement, je vais donc porter plainte.",-1.0,PRIX_FACTURATION,-1.0,"Le chauffeur m a prélevé deux courses et a utilisé ma carte frauduleusement, je vais donc porter plainte."
298565892,2024-05-18,12577,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,"Présentation impeccable, conduite tranquille et chauffeur très agréable. Voiture très propre. Un sans faute !",1.0,CHAUFFEUR_COMPORTEMENT,1.0,"Présentation impeccable, conduite tranquille et chauffeur très agréable. Voiture très propre. Un sans faute !"
298565892,2024-05-18,12577,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,"Présentation impeccable, conduite tranquille et chauffeur très agréable. Voiture très propre. Un sans faute !",1.0,CHAUFFEUR_CONDUITE,1.0,"Présentation impeccable, conduite tranquille et chauffeur très agréable. Voiture très propre. Un sans faute !"
298565892,2024-05-18,12577,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,"Présentation impeccable, conduite tranquille et chauffeur très agréable. Voiture très propre. Un sans faute !",1.0,VEHICULE_PROPRETE,1.0,"Présentation impeccable, conduite tranquille et chauffeur très agréable. Voiture très propre. Un sans faute !"
298536463,2024-05-17,13803,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Un bonne ambassador!!!,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Un bonne ambassador!!!
298421432,2024-05-15,11528,695331,51-GRAND-PUBLIC PAYANT,Service plus,Particulier payant,1.00,Le chauffeur s'est arrêté en route pour s'acheter des frites et les manger en conduisant !!!,-1.0,CHAUFFEUR_COMPORTEMENT,-1.0,Le chauffeur s'est arrêté en route pour s'acheter des frites et les manger en conduisant !!!
298421432,2024-05-15,11528,695331,51-GRAND-PUBLIC PAYANT,Service plus,Particulier payant,1.00,Le chauffeur s'est arrêté en route pour s'acheter des frites et les manger en conduisant !!!,-1.0,CHAUFFEUR_CONDUITE,-1.0,Le chauffeur s'est arrêté en route pour s'acheter des frites et les manger en conduisant !!!
298324123,2024-05-14,11829,695331,92-G7VIP ET G7VANVIP,Service plus,Grand Public,5.00,"Our driver was very nice and accommodating, especially since we had a lot of luggage.",1.0,CHAUFFEUR_COMPORTEMENT,1.0,"Our driver was very nice and accommodating, especially since we had a lot of luggage."
298324123,2024-05-14,11829,695331,92-G7VIP ET G7VANVIP,Service plus,Grand Public,5.00,"Our driver was very nice and accommodating, especially since we had a lot of luggage.",1.0,ACCESSIBILITE,1.0,"Our driver was very nice and accommodating, especially since we had a lot of luggage."
298576053,2024-05-19,13260,695331,91-G7+ ET G7VAN,Service,Grand Public,5.00,"Il est formidable,je le recommande,merci Monsieur pour votre gentillesse",1.0,CHAUFFEUR_COMPORTEMENT,1.0,"Il est formidable,je le recommande,merci Monsieur pour votre gentillesse"
298578536,2024-05-19,10234,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Tres bien |Chauffeur parfaiy,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Tres bien |Chauffeur parfaiy
298538787,2024-05-19,12686,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Véhicule et chauffeur parfaits!,1.0,VEHICULE_PROPRETE,1.0,Véhicule et chauffeur parfaits!
298538787,2024-05-19,12686,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Véhicule et chauffeur parfaits!,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Véhicule et chauffeur parfaits!
298577213,2024-05-19,3857,695331,59-GRAND PUBLIC,Service,Grand Public,2.00,Odeur de cigarette et conduite très agressive et dangereuse,-1.0,VEHICULE_PROPRETE,-1.0,Odeur de cigarette et conduite très agressive et dangereuse
298577213,2024-05-19,3857,695331,59-GRAND PUBLIC,Service,Grand Public,2.00,Odeur de cigarette et conduite très agressive et dangereuse,-1.0,CHAUFFEUR_CONDUITE,-1.0,Odeur de cigarette et conduite très agressive et dangereuse
298292132,2024-05-13,4313,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,"Quite expensive, but good quality",0.5,PRIX_FACTURATION,-0.5,"Quite expensive, but good quality"
298577762,2024-05-19,13664,,96-GRAND PUBLIC,Service,Grand Public,1.00,"Bonjour |Je me permets d'intervenir car le chauffeur a voulu me balader. La course était 5 rue Lucien Sampaix destination  Gare Montparnasse.|Pour commencer, au lieu de prendre la rue turgo-pour filer ensuite rue Beaubourg place de la Republique, il est parti en sens inverse en prétextant prendre la rue saint Martin. Il a finalement continué sur les Grands Boulevards et je lu-i dis qu'il avait dépassé la rue saint Martin. Il me propose donc d'aller boulevard des italiens et de prendre le boulevard Monparnasse |J'ai pris les choses en main et lui est demandé de p-rendre l'avenue de l'opéra et de prendre ensuite la rue des saints pères. Pour finir,  je lui indique que la rue de Rennes est à gauche. Il avait oublié et lui ai demandé de faire machine a-rrière. Ce qu'il fit.|Total 35 euros |Cordialement |Pascal",-1.0,TRAJET_ITINERAIRE,-1.0,Bonjour |Je me permets d'intervenir car le chauffeur a voulu me balader. La course était 5 rue Lucien Sampaix destination  Gare Montparnasse. Total 35 euros
298577762,2024-05-19,13664,,96-GRAND PUBLIC,Service,Grand Public,1.00,"Bonjour |Je me permets d'intervenir car le chauffeur a voulu me balader. La course était 5 rue Lucien Sampaix destination  Gare Montparnasse.|Pour commencer, au lieu de prendre la rue turgo-pour filer ensuite rue Beaubourg place de la Republique, il est parti en sens inverse en prétextant prendre la rue saint Martin. Il a finalement continué sur les Grands Boulevards et je lu-i dis qu'il avait dépassé la rue saint Martin. Il me propose donc d'aller boulevard des italiens et de prendre le boulevard Monparnasse |J'ai pris les choses en main et lui est demandé de p-rendre l'avenue de l'opéra et de prendre ensuite la rue des saints pères. Pour finir,  je lui indique que la rue de Rennes est à gauche. Il avait oublié et lui ai demandé de faire machine a-rrière. Ce qu'il fit.|Total 35 euros |Cordialement |Pascal",-1.0,CHAUFFEUR_COMPORTEMENT,-1.0,Bonjour |Je me permets d'intervenir car le chauffeur a voulu me balader. La course était 5 rue Lucien Sampaix destination  Gare Montparnasse. Total 35 euros
298577762,2024-05-19,13664,,96-GRAND PUBLIC,Service,Grand Public,1.00,"Bonjour |Je me permets d'intervenir car le chauffeur a voulu me balader. La course était 5 rue Lucien Sampaix destination  Gare Montparnasse.|Pour commencer, au lieu de prendre la rue turgo-pour filer ensuite rue Beaubourg place de la Republique, il est parti en sens inverse en prétextant prendre la rue saint Martin. Il a finalement continué sur les Grands Boulevards et je lu-i dis qu'il avait dépassé la rue saint Martin. Il me propose donc d'aller boulevard des italiens et de prendre le boulevard Monparnasse |J'ai pris les choses en main et lui est demandé de p-rendre l'avenue de l'opéra et de prendre ensuite la rue des saints pères. Pour finir,  je lui indique que la rue de Rennes est à gauche. Il avait oublié et lui ai demandé de faire machine a-rrière. Ce qu'il fit.|Total 35 euros |Cordialement |Pascal",-1.0,PRIX_FACTURATION,-1.0,Bonjour |Je me permets d'intervenir car le chauffeur a voulu me balader. La course était 5 rue Lucien Sampaix destination  Gare Montparnasse. Total 35 euros
298578548,2024-05-19,1463,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,Thanks for driver patience in finding us!,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Thanks for driver patience in finding us!
298578548,2024-05-19,1463,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,Thanks for driver patience in finding us!,1.0,PONCTUALITE,1.0,Thanks for driver patience in finding us!
298572701,2024-05-19,9804,607658,56-GRAND PUBLIC,Service plus,Grand Public,4.00,"All was great, only a little bit cleaner car would make the experience splendid!",0.6,VEHICULE_PROPRETE,-0.2,"All was great, only a little bit cleaner car would make the experience splendid!"
298564790,2024-05-19,2523,695331,51-GRAND-PUBLIC PAYANT,Service plus,Particulier payant,5.00,Chauffeur aimable,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Chauffeur aimable
298437334,2024-05-17,422,695331,59-GRAND PUBLIC,Service plus,Grand Public,4.00,"1/4h avant le rdv l'application indiquait """" en recherche de chauffeur """"  et il était impossible de la rafraîchir, de modifier ou annuler. J'ai donc fini par appeler un Uber puis descendre-dans la rue... ou nous avons découvert votre chauffeur qui m'attendait ! Heureusement il était très aimable et j'ai pu annuler mon Uber sans pénalité, mais ce dysfonctionnement de votre ap-plication nous a causé une grosse frayeur.",0.4,APPLICATION,-0.8,"1/4h avant le rdv l'application indiquait """" en recherche de chauffeur """"  et il était impossible de la rafraîchir. Heureusement il était très aimable et j'ai pu annuler mon Uber sans pénalité, mais ce dysfonctionnement de votre ap-plication nous a causé une grosse frayeur."
298437334,2024-05-17,422,695331,59-GRAND PUBLIC,Service plus,Grand Public,4.00,"1/4h avant le rdv l'application indiquait """" en recherche de chauffeur """"  et il était impossible de la rafraîchir, de modifier ou annuler. J'ai donc fini par appeler un Uber puis descendre-dans la rue... ou nous avons découvert votre chauffeur qui m'attendait ! Heureusement il était très aimable et j'ai pu annuler mon Uber sans pénalité, mais ce dysfonctionnement de votre ap-plication nous a causé une grosse frayeur.",0.4,CHAUFFEUR_COMPORTEMENT,1.0,"1/4h avant le rdv l'application indiquait """" en recherche de chauffeur """"  et il était impossible de la rafraîchir. Heureusement il était très aimable et j'ai pu annuler mon Uber sans pénalité, mais ce dysfonctionnement de votre ap-plication nous a causé une grosse frayeur."
298437334,2024-05-17,422,695331,59-GRAND PUBLIC,Service plus,Grand Public,4.00,"1/4h avant le rdv l'application indiquait """" en recherche de chauffeur """"  et il était impossible de la rafraîchir, de modifier ou annuler. J'ai donc fini par appeler un Uber puis descendre-dans la rue... ou nous avons découvert votre chauffeur qui m'attendait ! Heureusement il était très aimable et j'ai pu annuler mon Uber sans pénalité, mais ce dysfonctionnement de votre ap-plication nous a causé une grosse frayeur.",0.4,PONCTUALITE,-0.2,"1/4h avant le rdv l'application indiquait """" en recherche de chauffeur """"  et il était impossible de la rafraîchir. Heureusement il était très aimable et j'ai pu annuler mon Uber sans pénalité, mais ce dysfonctionnement de votre ap-plication nous a causé une grosse frayeur."
